title,heading,content,tokens
Germany,GERMAN RESEARCH CHAIRS AT THE AFRICAN INSTITUTE FOR MATHEMATICAL SCIENCES,"Germany's GERMAN RESEARCH CHAIRS AT THE AFRICAN INSTITUTE FOR MATHEMATICAL SCIENCES (2012 - Ongoing). The BMBF is funding the establishment of altogether ten research chairs at five different AIMS Centers within the initiative German Research Chairs in accordance with international standards It has the following objectives: The funding of the BMBF comprises the chair position and assisting activities conducted by the Alexander von Humboldt Foundation AvH and accompanying measures like PhD and Postdoc positions and activities to strengthen the cooperation with German universities conducted by the German Academic Exchange Service DAADIt uses Dedicated support to research and technical infrastructures, Fellowships and postgraduate loans and scholarships as policy instruments. and it has a budget of Less than 1M euros.",118
Germany,ARAB GERMAN YOUNG ACADEMY OF SCIENCES AND HUMANITIES,"Germany's ARAB GERMAN YOUNG ACADEMY OF SCIENCES AND HUMANITIES (2013 - Ongoing). The Arab German Young Academy of Sciences and Humanities AGYA brings together excellent Arab and German scholars to address common challenges and develop solutions through sustainable research cooperation It has the following objectives: Bring together excellent researchers from 22 Arab countries and Germany Initiate sustainable collaborations for knowledge production on equal terms Address highly relevant topics of common concern at the interface of science and society Fund interdisciplinary cross cultural research projects Empower the academys members through self governance Strengthen new forms of North South South cooperation br Support young talents and build capacities for academic leadership br Work towards gender balance inclusiveness and equal opportunityIt uses Institutional funding for public research, Networking and collaborative platforms as policy instruments. and it has a budget of 1M-5M euros.",139
Germany,BIOECONOMY INTERNATIONAL,Germany's BIOECONOMY INTERNATIONAL (2022 - Ongoing). World wide cooperation is needed to achieve the objectives set out for establishing the bioeconomy so that in the 10th Call 2023 funding will be provided for research development and innovation projects R D I projects that are carried out by collaborations involving partners from Germany and Queensland Australia and that have been selected in a competitive procedure It has the following objectives: Provide funding for research development and innovation projects on the bioeconomy Create and strengthen collaborative relationships between Queensland based and German researchers to facilitate the sharing and development of complementary expertise Enable Queensland based and German researchers to undertake projects that address current and significant scientific challenges relevant to the development of a bioeconomy Demonstrate the potential of the bioeconomy to contribute to reducing emissions and transitioning to a zero carbon economy Deliver real and tangible economic social and or environmental outcomes for Queensland and Germany through the creation of innovative products technologies or processes that have a practical application Capitalise on the complementary comparative advantages of Queensland and Germany and build a critical mass of internationally recognised science and researchIt uses Project grants for public research as policy instruments. and it has a budget of 5M-20M euros.,207
New Zealand,National Adaptation Plan,"New Zealand's National Adaptation Plan (2022 - 2028). New Zealand s long term strategy and first national adaptation plan It has the following objectives: Reduce vulnerability to the impacts of climate change enhance adaptive capacity and consider climate change in decisions at all levels strengthen resilienceIt uses Strategies, agendas and plans as policy instruments.",54
Australia,Global Science and Technology Diplomacy Fund,"Australia's Global Science and Technology Diplomacy Fund (2021 - Ongoing). The Global Science and Technology Diplomacy Fund identifies and funds science and technology initiatives to grow Australias capability The Global Fund has two elements a Strategic Element and a Bilateral Element that maintains the Australia China Science and Research Fund ACSRF and the Australia India Strategic Research Fund AISRF It has the following objectives: Boost Australia s science and technology capability by identifying and supporting strategic international science and research collaborations with key international partners through br targeted funding support and strengthen Australia s international science relationships and build Australia s reputation as a trusted science partner promote growth in the Australian economy by supporting international research industry br collaborations provide support for Australian researchers to access the world s best knowledge technology research infrastructure and funding programsIt uses Project grants for public research, Networking and collaborative platforms, Fellowships and postgraduate loans and scholarships, Project grants for public research, Fellowships and postgraduate loans and scholarships, Project grants for public research as policy instruments. and it has a budget of 5M-20M euros.",181
New Zealand,NG PUANGA PTAIAO FELLOWSHIPS,New Zealand's NG PUANGA PTAIAO FELLOWSHIPS (2023 - 2027). To support Mori and Pacific early to mid career researchers to establish and progress in STEM research careers It has the following objectives: To see more stability and security of employment for Mori and Pacific early and mid career researchers To see more Mori and Pacific early and mid career researchers involved in the STEM workforce To see increased investment in Mori and Pacific researchers contributions to the STEM workforceIt uses Fellowships and postgraduate loans and scholarships as policy instruments. and it has a budget of 1M-5M euros.,97
New Zealand,ARRANGEMENT RELATING TO RESEARCH SCIENCE AND INNOVATION COOPERATION BETWEEN NEW ZELAND AND THE UNITED KINGDOM 2022,New Zealand's ARRANGEMENT RELATING TO RESEARCH SCIENCE AND INNOVATION COOPERATION BETWEEN NEW ZELAND AND THE UNITED KINGDOM 2022 (2022 - Ongoing). Bilateral treaty to promote research science and innovation cooperation between the United Kingdom and New Zealand It has the following objectives: To promote international research science and innovation cooperation between the United Kingdom and New Zealand To strengthen the close and friendly relations existing between the two countries To cooperate by providing additional opportunities to exchange ideas skills and techniques and by collaborating on problems of mutual interestIt uses Horizontal STI coordination bodies as policy instruments. and it has a budget of Less than 1M euros.,107
New Zealand,OPEN RESEARCH POLICY,New Zealand's OPEN RESEARCH POLICY (2023 - Ongoing). Our Open Research policy enables free online access for everyone to MBIE funded peer reviewed research publications It has the following objectives: The purpose of this policy is to increase equity of access to our research outputs increase the impact and innovation potential of our research and ultimately maximise the return on our public investments in research This policy brings Aotearoa New Zealand in line with international best practices regarding open access to publicly funded researchIt uses Science and technology regulation and soft law as policy instruments.,95
New Zealand,KANAPU,New Zealand's KANAPU (2022 - Ongoing). This programme comprises a suite of activities to connect attract nurture and accelerate Mori talent and leadership in the RSI system including training and development of soft skills including relational and networking skills for Mori researchers in the community Tertiary Education Organisations Crown Research Institutes and independent research organisations It has the following objectives: Mori researchers and knowledge holders included valued and retained within the RSI system and have equitable access to opportunities to develop their leadership skills Mori well represented and recognised throughout the RSI sector particularly in leadership and Mori researchers are thriving as MoriIt uses Networking and collaborative platforms as policy instruments. and it has a budget of Less than 1M euros.,121
New Zealand,TE ARA PTIKI,New Zealand's TE ARA PTIKI (2023 - Ongoing). Grounded in cultural and commercial imperatives Te Ara Ptiki will place high calibre Mori talent in world leading technology businesses in the United States It has the following objectives: To provide experience networks and career pathways for emerging Mori researchers and entrepreneurs innovatorsIt uses Grants for business R&D and innovation as policy instruments. and it has a budget of Less than 1M euros.,71
New Zealand,HE TIPU KA HUA,New Zealand's HE TIPU KA HUA (2023 - 2028). He tipu ka hua funds investment in Mori led RSI Mori communities mtauranga Mori and kaupapa Mori by allowing for stronger deployment of RSI investment towards communities and rohe takiw where Mori knowledge is practiced and where experts and practitioners are based It has the following objectives: Iwi hap hpori and Mori rp to achieve their priorities through the application of existing knowledge and generation of new knowledge using RSI including mtauranga Mori Mori entities generate and apply RSI knowledge to benefit Mori communities researchers knowledge holders and Aotearoa katoaIt uses Project grants for public research as policy instruments. and it has a budget of 1M-5M euros.,116
New Zealand,HE AKA KA TORO,New Zealand's HE AKA KA TORO (2023 - Ongoing). He aka ka toro fund invests up to 4m per annum excluding GST in projects that advance iwi hap hapori and Mori rp RSI priorities and allow for stronger deployment of RSI investment towards communities and rohe takiw where Mori knowledge is practiced and where experts and practitioners are based It has the following objectives: Enabling Mori entities to lead and participate in RSI enabling activitiesIt uses Project grants for public research as policy instruments. and it has a budget of 1M-5M euros.,92
New Zealand,Greenhouse Gas Inventory Research,New Zealand's Greenhouse Gas Inventory Research (2009 - Ongoing). The Greenhouse Gas Industry Research GHGIR fund aims to improve the reporting of greenhouse gas emissions from agriculture forestry and other land use br It supports the Ministry for Primary Industrys MPI s component of the New Zealand Greenhouse Gas Inventory MPI compiles and calculates greenhouse gas emissions and sequestration from agriculture forestry and other land use br The fund also supports the development of land use projections including afforestation and deforestation These projections show how carbon accounting rules lead to changes in land use It has the following objectives: New Zealand must report its estimated greenhouse gas emissions every year in a Greenhouse Gas Inventory under the commitment to the United Nations Framework Convention on Climate Change UNFCCC and the Kyoto Protocol br Priorities are identified and then research proposals meeting the priorities are requested in a contestable funding modelIt uses Project grants for public research as policy instruments. and it has a budget of 1M-5M euros.,167
New Zealand,Global Research Alliance on agricultural greenhouse gases,"New Zealand's Global Research Alliance on agricultural greenhouse gases (2009 - Ongoing). The GRA is a global alliance aiming to reduce agricultural GHGs while increasing food security NZ plays a strong leadership role in the GRA through hosting the Secretariat and Special Representative In support of the GRA NZ funds multinational mitigation research projects and capability building programmes It has the following objectives: Share knowledge on current best practices to reduce the GHG emissions intensity of agricultural production br Align existing agricultural GHG research programmes and priorities across Member countries to achieve greater outcomes than any one country alone br Provide opportunities for NZ scientists to collaborate with renowned institutes and researchers from around the world and to share knowledge and expertise with the global science community br Support capability through scholarships fellowships and bespoke trainings such as NZ GRADS scholarship LEARN fellowships and GRASS fellowshipsIt uses Project grants for public research, Fellowships and postgraduate loans and scholarships, Networking and collaborative platforms as policy instruments. and it has a budget of 5M-20M euros.",173
New Zealand,Centre for Climate Change Action on Agricultural Emissions,"New Zealand's Centre for Climate Change Action on Agricultural Emissions (2022 - Ongoing). The Centre for Climate Action on Agricultural Emissions plays a key role in efforts to lower New Zealand s agricultural emissions It has the following objectives: The Centre will accelerate the research development and commercialisation of tools and technology to reduce emissions br It will also br br unite efforts to accelerate research and development br get new tools technology and practices to lower on farm emissions to farmers faster br complement the work being done through the He Waka Eke Noa partnership br include mtauranga based approaches to support whenua Mori owners with climate change mitigation br It will have two key components the Centre for Climate Action Joint Venture and the New Zealand Agricultural Greenhouse Gas Research Centre NZAGRCIt uses Project grants for public research, Networking and collaborative platforms, Dedicated support to research and technical infrastructures as policy instruments. and it has a budget of 50M-100M euros.",162
Chile,NATIONAL SCIENCE TECHNOLOGY KNOWLEDGE AND INNOVATION POLICY,"Chile's NATIONAL SCIENCE TECHNOLOGY KNOWLEDGE AND INNOVATION POLICY (2020 - Ongoing). The document mandated by the law that gives rise to the Ministry of Science Technology Knowledge and Innovation gathers the guidelines for the development of public policies and instruments according to four lines of action prioritized by the Government with a long term vision It has the following objectives: Strategically guide the country s efforts by promoting understanding and using research in all disciplines technology and innovation to contribute to the integral and sustainable development of ChileIt uses Strategies, agendas and plans as policy instruments.",96
Australia,Enhancing Australia s science and research leadership in the Asia Pacific Region International Science Council Regional Office,"Australia's Enhancing Australia s science and research leadership in the Asia Pacific Region International Science Council Regional Office (2023 - Ongoing). The Program supports the Australian Governments commitment to deepen engagement in the Asia Pacific region by supporting cross national research a network of science policy leaders and practitioners collaboration and partnership development It has the following objectives: Stimulating cross national research and translating knowledge into practice to support disaster risk resilience and capacity development in the Pacific Building a network of Pacific leaders and practitioners trained to deliver advice at the science policy interface within and for the benefit of the Pacific region Collaboration and partnership development workshops and conferences training and skills development and associated promotional monitoring evaluation and reporting activities Funding and managing regional collaborative grants projects and initiatives that support engagement in the Asia Pacific regionIt uses Strategies, agendas and plans, Networking and collaborative platforms as policy instruments. and it has a budget of 1M-5M euros.",160
Australia,Australia Vietnam Science Technology and Innovation Cooperation Initiative Program,Australia's Australia Vietnam Science Technology and Innovation Cooperation Initiative Program (2023 - Ongoing). Administer grants for joint research projects between Australian and Vietnamese businesses universities and research institutions It has the following objectives: Support the Australian Vietnam Enhanced Economic Engagement Strategy to increase trade and investment between Australia and Vietnam by funding research areas of renewable energy technologies sustainable blue economy and recycling and waste managementIt uses Project grants for public research as policy instruments. and it has a budget of Less than 1M euros.,85
Germany,CO2 WIN,"Germany's CO2 WIN (2018 - Ongoing). The Federal Ministry of Education and Research supports research and development projects in the field of carbon sources It has the following objectives: The aim is to broaden the raw material base of the German economy and to secure it against supply crises Increase the raw material productivity of industry Reduce greenhouse gas emissions and the dependence of German industry on coal oil and natural gasIt uses Project grants for public research, Grants for business R&D and innovation as policy instruments. and it has a budget of 5M-20M euros.",95
Ukraine,SCIENCE AND BUSINESS PLATFORM,Ukraine's SCIENCE AND BUSINESS PLATFORM (2022 - Ongoing). On February 1 2022 the Ministry of Education and Science of Ukraine launched the Science and Business platform with the aim of creating an online platform for communication and effective interaction of representatives of business and the scientific community enabling businesses to find scientific results and scientists to realize their own potential and commercialize existing scientific the results It has the following objectives: Stimulating the development of the scientific and innovative potential of Ukraine Providing the opportunity for representatives of business the sphere of science and innovation to interact with the help of an online toolIt uses Networking and collaborative platforms as policy instruments.,112
Ukraine,ACTION PLAN FOR 2021 2023 FOR THE IMPLEMENTATION OF THE STRATEGY FOR THE DEVELOPMENT OF THE SPHERE OF INNOVATIVE ACTIVITY,"Ukraine's ACTION PLAN FOR 2021 2023 FOR THE IMPLEMENTATION OF THE STRATEGY FOR THE DEVELOPMENT OF THE SPHERE OF INNOVATIVE ACTIVITY (2021 - Ongoing). On December 9 2021 at a meeting of the Government the plan of measures for the years 2021 2023 for the implementation of the Strategy for the development of the sphere of innovative activity for the period up to 2030 was approved The measures are aimed at creating a favorable regulatory and legal environment for the development of innovative activities innovative infrastructure and entrepreneurship culture It has the following objectives: Increasing the level of implementation commercialization of the results of scientific research Create appropriate conditions for the implementation of innovative activities by innovators who create competitive innovative and high tech productsIt uses Strategies, agendas and plans as policy instruments.",133
Ukraine,PRIORITIES OF THE DEVELOPMENT OF SCIENCE AND INNOVATION,"Ukraine's PRIORITIES OF THE DEVELOPMENT OF SCIENCE AND INNOVATION (2019 - Ongoing). The updated priorities will take into account the most important problems and challenges facing Ukraine and the world in the 21st century including security challenges the development of information technologies and the impact of scientific and technological progress on various spheres of social life environmental changes and fight against diseases It has the following objectives: To form an effective and efficient system of priority for the development of science and innovation in Ukraine Support the research in Ukraine aimed at solving pressing problems of the state and society in the conditions of war and post war recovery of UkraineIt uses Policy intelligence (e.g. evaluations, benchmarking and forecasts), Formal consultation of stakeholders or experts, Horizontal STI coordination bodies as policy instruments.",132
Ukraine,PEER REVIEW OF THE UKRAINIAN RESEARCH AND INNOVATION SYSTEM HORIZON 2020 POLICY SUPPORT FACILITY,"Ukraine's PEER REVIEW OF THE UKRAINIAN RESEARCH AND INNOVATION SYSTEM HORIZON 2020 POLICY SUPPORT FACILITY (2016 - 2022). The document was prepared by a commission of independent experts and leading specialists of relevant EU ministries In the conclusion to the report the authors make recommendations to the Government of Ukraine on the development and implementation of reforms of the national STI system guided by the proposed key provisions It has the following objectives: Optimize available policy instruments to support the national research system Internationalize research and integrate of Ukraine into the European Research Area Support the Role of science in Ukrainian innovations developmentIt uses Policy intelligence (e.g. evaluations, benchmarking and forecasts), Formal consultation of stakeholders or experts as policy instruments.",120
Germany,GERMAN CENTRE FOR MENTAL HEALTH,"Germany's GERMAN CENTRE FOR MENTAL HEALTH (2021 - Ongoing). The DZPG is bringing together the most high level German institutions in mental health so they can align their work in an interdisciplinary manner It has the following objectives: In order to improve the diagnosis treatment and prevention of mental illnesses the DZPG is established as a long term equal partnership of non university research institutions with universities and university hospitals A main aspect of the DZPG is also to make research careers more attractive especially via connecting the Clinical and Medical Scientist Programmes of universities with the non university research institutions considering gender equality and the compatibility of career and family and attracting international skilled academicsIt uses Creation or reform of governance structure or public body, Institutional funding for public research, Dedicated support to research and technical infrastructures, Information services and access to datasets as policy instruments. and it has a budget of 20M-50M euros.",155
Germany,TRANSLATIONAL RESEARCH FOR PERSONALISED MEDICINE,Germany's TRANSLATIONAL RESEARCH FOR PERSONALISED MEDICINE (2020 - 2027). This initiative represents a funding measure to advance the translation of new personalised medicine approaches into clinical practice It has the following objectives: This funding program focuses on novel approaches for personalised medicine PM and consists of two modules br Module 1 The interdisciplinary research consortia research groups from universities non university and possibly industrial research institutions are meant to work on medically highly relevant topics and will have a significant impact for the implementation of novel diagnostic and therapeutic PM approaches Funding in this module focuses on disease areas where personalised treatment approaches are not yet as far advanced Thus cancer and rare diseases are not in the scope of this module Module 2 Funded Integrated Clinical Research Platforms are meant to specifically address the implementation of PM approaches in clinical practice and aim to demonstrate their safety and effectiveness Integrated Research Platforms bring together a critical mass of players from science clinics industry regulatory authorities health insurance companies and patientsIt uses Project grants for public research as policy instruments. and it has a budget of 5M-20M euros.,188
Australia,DIGITAL ATLAS OF AUSTRALIA,Australia's DIGITAL ATLAS OF AUSTRALIA (2021 - Ongoing). The Digital Atlas of Australia brings together curates and connects trusted national datasets from across government into an interactive secure and easy to use online platform for the community industry and government It has the following objectives: Exploring data by location will empower governments businesses and communities to make better data driven evidence based decisions about planning infrastructure and investment at the local regional and national levelIt uses Information services and access to datasets as policy instruments. and it has a budget of 1M-5M euros.,93
Netherlands,FRAMEWORK KNOWLEDGE SECURITY UNIVERSITIES,Netherlands's FRAMEWORK KNOWLEDGE SECURITY UNIVERSITIES (2022 - Ongoing). Because of their open international character universities are one wanted target for espionage activities for obtaining sensitive technologies and to influence opinions The risks are therefore theft of knowledge by other countries and influencing employees in higher education and science which can lead to self censorship and the encroachment on academic freedom This framework aims to give guidelines to manage this kind of risks It has the following objectives: That academicians can freely choose the topics of research and teaching and the free disposition of the research results That Universities compliant with relevant laws and regulations basic in order related to security of knowledge Universities translate risk inventory to faculties study programs and research groups and further development of framework in decision tree Setting up a knowledge security advisory team per university It awareness training for all employees tailored to the risk profile Include knowledge security in risk management system univIt uses Science and technology regulation and soft law as policy instruments.,170
Netherlands,SCIENCE COMMUNICATION BY SCIENTISTS REWARDED,"Netherlands's SCIENCE COMMUNICATION BY SCIENTISTS REWARDED (2022 - Ongoing). Rewarded is meant for ongoing science communication projects being carried out by teams of scientists It has the following objectives: Rewarded is in line with the new approach to recognising and rewarding scientists that was recently introduced in the Dutch knowledge sectorIt uses Science and innovation challenges, prizes and awards as policy instruments. and it has a budget of 50M-100M euros.",70
Malaysia,MALAYSIA GREEN TECHNOLOGY AND CLIMATE CHANGE CENTRE,Malaysia's MALAYSIA GREEN TECHNOLOGY AND CLIMATE CHANGE CENTRE (2017 - Ongoing). The MGTC previously known as Greentech Malaysia was established to support the development and deployment of green technology and to provide technical assistance to government agencies and industry players in the adoption of low carbon technologies It has the following objectives: Mainstreaming the Green Economy through green product and service expansion programs such as the MyHIJAU Mark Certification Program The Green Technology Financing Scheme GTFS Green Technology Investment Tax Exemption GITE as well as training and human capital development schemes Drive climate change mitigation actions such as advocacy for energy efficiency and renewable energy low carbon urban programs and low carbon mobility Cultivate a green lifestyle through publicity and awareness programs in fostering cooperation between the government and private sectors in the global scale platform such as International Greentech and Eco Products Exhibition and Conference Malaysia IGEM program and other public programs physically or through social mediaIt uses Creation or reform of governance structure or public body as policy instruments.,171
Malaysia,GREEN TECHNOLOGY FINANCING SCHEME,Malaysia's GREEN TECHNOLOGY FINANCING SCHEME (2010 - Ongoing). The GTFS provides financing for companies that are involved in the development and deployment of green technology The scheme aims to support the growth of the green technology industry and to reduce the country s greenhouse gas emissions It has the following objectives: To promote green investments by providing easier access to financing and at a lower financing costsIt uses Loans and credits for innovation in firms as policy instruments.,78
Malaysia,NATIONAL ENERGY POLICY,"Malaysia's NATIONAL ENERGY POLICY (2022 - Ongoing). Chapter 2 2 2 Low Carbon Nation Aspiration 2040 Developed based on the existing plans in the energy sector The Government will undertake a more proactive role by identifying and developing selective leadership in the areas of low carbon economy which will be aligned with the areas where the country has high potential and competitive advantage It has the following objectives: Endeavour to no new coal power plant amid increasing renewables share Provide financing and incentives to drive energy efficiency practices to meet the targets Incentivise adoption of EVs increasing public transport modal share and fuel economy standards Enhancing and developing policies and regulatory mechanisms which facilitate private sector participation in driving energy transition including accommodating the entry of new br energy technologies or innovationsIt uses Strategies, agendas and plans as policy instruments.",140
Malaysia,NATIONAL ENERGY EFFICIENCY MASTER PLAN,"Malaysia's NATIONAL ENERGY EFFICIENCY MASTER PLAN (2015 - Ongoing). This master plan aims to promote energy efficiency to ensure productive use of energy and minimise waste in order to contribute to sustainable development and increased welfare and competitiveness It has the following objectives: Thrust 1 Implementation of Energy Efficiency Action Plan Thrust 2 Strengthen Institutional Framework capacity development and training for Implementation of Energy Efficiency initiatives Thrust 3 Establishment of Sustainable Funding Mechanisms to Implement Energy Efficiency Initiatives Thrust 4 Promotion of Private Sector Investment in Energy Efficiency Initiatives Implementation of smart grid in the long termIt uses Strategies, agendas and plans as policy instruments.",105
Malaysia,NATIONAL BIOFUEL POLICY,Malaysia's NATIONAL BIOFUEL POLICY (2006 - Ongoing). Thrust 3 Research development and commercialisation of biofuel technologies including technologies for extraction of minor components therein will be effected and adequately funded by both the government and private sectors including venture capitalists to enable increased use of biofuel It has the following objectives: THRUST 1 BIOFUEL FOR TRANSPORT br Diesel for land and sea transport will be a blend of 5 processed palm oil and 95 petroleum diesel This B5 diesel will be made available throughout the country As this sector is the main user of diesel which is highly subsidised it will be given priority in this policy THRUST 2 BIOFUEL FOR INDUSTRY br B5 diesel will also be supplied to the industrial sector including for firing boilers in manufacturing construction machinery and generators THRUST 3 BIOFUEL TECHNOLOGIES br Research development and commercialisation of biofuel technologies including technologies for extraction of minor components therein will be effected and adequately funded by both the government and private sectors including venture capitalists to enable increased use of biofuel THRUST 4 BIOFUEL FOR EXPORT br Worldwide interest reflects the important role of biofuels in energy for sustainable development Malaysia will have an edge to supply the growing global demand for biofuel The establishment of plants for producing biofuel for export will be encouraged and facilitated THRUST 5 BIOFUEL FOR CLEANER ENVIRONMENT br The use of biofuel will reduce the use of fossil fuels minimise the emission of green house gases carbon dioxide carbon monoxide sulphur dioxide and particulates Increased use of biofuel will enhance the quality of the environmentIt uses Standards and certification for technology development and adoption as policy instruments.,277
Malaysia,NATIONAL TRANSPORT POLICY,"Malaysia's NATIONAL TRANSPORT POLICY (2019 - 2030). The NTP 2019 2030 provides an overarching policy to guide relevant federal ministries and agencies as well as State Governments and Local Authorities PBT to develop and streamline transport initiatives towards a common goal resulting in effective and efficient use of resources It has the following objectives: Create a conducive ecosystem for the transport industry to enhance productivity and competitiveness at local regional and global levels Facilitate seamless movement of goods to boost trading activities that improves the ease of doing business Promote and strengthen research br development and innovation in the br transport sector Provide mobility that meets the needs of the rakyat and promotes inclusivity Increase modal share for public transport Deliver an intelligent safe and secure transport system Ensure efficient and sustainable use of resources and minimise environmental pollutionIt uses Strategies, agendas and plans as policy instruments.",147
Australia,ENDING PLASTIC WASTE MISSION,"Australia's ENDING PLASTIC WASTE MISSION (2022 - Ongoing). A major collaborative research program to tackle plastic waste It has the following objectives: Our goal is an 80 per cent reduction in plastic waste entering the Australian environment by 2030It uses Strategies, agendas and plans, Formal consultation of stakeholders or experts as policy instruments.",53
Australia,INDO PACIFIC PLASTICS INNOVATION NETWORK,"Australia's INDO PACIFIC PLASTICS INNOVATION NETWORK (2021 - Ongoing). The IPPIN is a collective ofresearchers innovators and investors who are redefining the life cycle of plastic from production to recycling Using the power of science innovation and technology and throughlongterm multi sector partnerships IPPIN is leading anew frontier ofplastics innovation It has the following objectives: Ending plastic waste in the Indo Pacific by pioneering a new era of sustainable innovationIt uses Strategies, agendas and plans, Creation or reform of governance structure or public body as policy instruments.",87
Australia,RENEWABLE ENERGY STORAGE ROADMAP,"Australia's RENEWABLE ENERGY STORAGE ROADMAP (2023 - Ongoing). As Australia transitions to net zero renewable energy storage is critical to ensure a secure sustainable and affordable electricity supply It has the following objectives: Respond to common challenges around decarbonisation and technology readiness examining the role of storage for seven sectors and outlining the strengths and weaknesses of specific technology optionsIt uses Policy intelligence (e.g. evaluations, benchmarking and forecasts), Strategies, agendas and plans as policy instruments.",75
Australia,THE NATIONAL RECONSTRUCTION FUND,"Australia's THE NATIONAL RECONSTRUCTION FUND (2023 - Ongoing). The NRF will make targeted investments in priority areas to diversify and transform Australias industry It has the following objectives: To facilitate increased flows of finance into priority areas of the Australian economy through targeted investments to diversify and transform Australian industry create secure well paying jobs and boost sovereign capabilityIt uses Loans and credits for innovation in firms, Equity financing, Debt guarantees and risk sharing schemes as policy instruments. and it has a budget of More than 500M euros.",88
Australia,TRAILBLAZERS UNIVERSITIES PROGRAM,"Australia's TRAILBLAZERS UNIVERSITIES PROGRAM (2022 - Ongoing). The Program supports universities to build new research capabilities drive commercialisation outcomes and invest in new industry engagement opportunities It has the following objectives: The Trailblazer Universities Program will create leaders in research commercialisation and university industry collaboration Trailblazer Universities will form part of an ecosystem of innovation centres and dedicated research institutes that lift the impact of Australias researchers and encourage the translation and commercialisation of university research towards strategic priority areasIt uses Grants for business R&D and innovation, Project grants for public research as policy instruments. and it has a budget of 50M-100M euros.",103
Australia,AUSTRALIA S ECONOMIC ACCELERATOR,"Australia's AUSTRALIA S ECONOMIC ACCELERATOR (2023 - Ongoing). Australias Economic Accelerator AEA is a new research funding program designed to shift the dial on Australian research by supporting the translation and commercialisation of our world leading research in the university sector It has the following objectives: Support researchers at Australian universities to bridge in close collaboration with industry partners the valley of death between basic research and commercial outcomes Support university based experimental development projects with high potential for economic impacts in designated national priority areas Boost the capability of higher education providers and their research teams to conduct research with high commercial potential Foster a culture of collaboration between universities and industry including greater job mobility and career development opportunities within both sectorsIt uses Strategies, agendas and plans, Creation or reform of governance structure or public body, Formal consultation of stakeholders or experts, Horizontal STI coordination bodies, Project grants for public research as policy instruments. and it has a budget of 50M-100M euros.",164
Latvia,NATIONAL ENERGY AND CLIMATE PLAN,"Latvia's NATIONAL ENERGY AND CLIMATE PLAN (2021 - 2030). The national Energy and Climate Plan for 2021 2030 is a policy planning document that sets out Latvia s objectives related to greenhouse emissions energy efficiency and research and innovation in those areas It has the following objectives: Reduction of greenhouse gas emissions and increase of carbon dioxide removals increase of the share of renewable energy resources Improvement of energy efficiency ensuring of energy security maintenance and improvement of energy market infrastructure Improvement of innovation research and competitivenessIt uses Strategies, agendas and plans as policy instruments.",95
Australia,INDUSTRY GROWTH PROGRAM,"Australia's INDUSTRY GROWTH PROGRAM (2023 - Ongoing). The Industry Growth Program will provide targeted funding to support small to medium enterprises SMEs and startups to commercialise their ideas and grow their operations It has the following objectives: Supporting Australian startups and high growth potential SMEs to commercialise their innovative ideas into new products and services Supporting Australian startups and high growth potential SMEs to transform and grow their business Supporting Australian startups and high growth potential SMEs to improve capability to trade in domestic and or global markets Supporting Australian startups and high growth potential SMEs to be better positioned to seek investmentIt uses Grants for business R&D and innovation, Technology extension and business advisory services as policy instruments. and it has a budget of 20M-50M euros.",127
Luxembourg,NATIONAL RESEARCH AND INNOVATION STRATEGY,"Luxembourg's NATIONAL RESEARCH AND INNOVATION STRATEGY (2020 - 2030). The present National Research and Innovation Strategy aims to provide the general framework that will allow for a targeted development of Luxembourgs research ecosystem in the years to come It has the following objectives: To provide the general framework that will allow for a targeted development of Luxembourgs research ecosystem in the years to come To maximise impacts coming from research and innovation on the progress of the country Positioning Luxembourg as a major international player visible through its excellent research activitiesIt uses Strategies, agendas and plans as policy instruments. and it has a budget of 50M-100M euros.",107
Luxembourg,LUXEMBOURG NATIONAL DATA SERVICE,Luxembourg's LUXEMBOURG NATIONAL DATA SERVICE (2022 - Ongoing). The Luxembourg National Data Service is an organisation providing services that enable value creation from public sector data It has the following objectives: Support the sharing and re use of data for public and private data partnersIt uses Dedicated support to research and technical infrastructures as policy instruments. and it has a budget of 5M-20M euros.,64
Luxembourg,CONSORTIUM LUXEMBOURG,Luxembourg's CONSORTIUM LUXEMBOURG (2002 - Ongoing). The Consortium department of the National Library of Luxembourg is managing a number of digital libraries on behalf of consortial groupings as well as individual organisations at varying service levels It has the following objectives: Managing a number of digital libraries on behalf of consortial groupings as well as individual organisations at varying service levels To ensure cost effective public service through expertise and shared toolsIt uses Information services and access to datasets as policy instruments. and it has a budget of 1M-5M euros.,90
Luxembourg,INSTITUTIONAL BONUS,Luxembourg's INSTITUTIONAL BONUS (2019 - Ongoing). The institutional bonus is allocated to the research departments and units that have contributed to the performance and success of the contractor in the Framework Program for Research and Technological Development of the European Union It has the following objectives: Foster participation of public research performing institutions to European Research ProgramsIt uses Institutional funding for public research as policy instruments. and it has a budget of 5M-20M euros.,74
